tipo_documento,archivo_actual,nombre_recomendado,accion,nota,lookup_inventario_sugerido,ejemplo_erp_encontrado,ref_erp_ejemplo,familia_canonica,marca,estado_validacion,match_source,match_score,match_query_usada,nombre_recomendado_auto,accion_auto,estado_validacion_auto,nota_auto
ficha_tecnica,AJUSTADOR XILOL 21204.pdf,AJUSTADOR XILOL.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> AJUSTADOR XILOL",ajustador xilol 21204,AJUSTADOR XILOL 21204 GTA007/20L/AA7,5891066,AJUSTADOR XILOL 21204,,validado_automatico,db:vw_inventario_agente,90.0,AJUSTADOR XILOL 21204,AJUSTADOR XILOL.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> AJUSTADOR XILOL"
ficha_tecnica,VINILTEX PRO 450.pdf,VINILTEX PRO 450 MATE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> VINILTEX PRO 450 MATE",viniltex pro 450,P7 VINILTEX PRO 450 MAT BLAN 1601 18.93L,5891877,VINILTEX PRO 450,PINTUCO,validado_automatico,db:vw_inventario_agente,90.0,VINILTEX PRO 450,VINILTEX PRO 450 MATE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> VINILTEX PRO 450 MATE"
ficha_tecnica,ESTUCO PROFESIONAL OBRA.pdf,ESTUCO PROFESIONAL OBRAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ESTUCO PROFESIONAL OBRAS",estuco profesional obra,ESTUCO PROFESIONAL OBRAS BLANCO 300 KG,10249635,ESTUCO PROFESIONAL OBRA,,validado_automatico,db:vw_inventario_agente,90.0,ESTUCO PROFESIONAL OBRA,ESTUCO PROFESIONAL OBRAS.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ESTUCO PROFESIONAL OBRAS"
ficha_tecnica,CORROTEC EPOXI ZINC 2K 10073.pdf,EPOXY ZINC PRIMER 10073I.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> EPOXY ZINC PRIMER 10073I",corrotec epoxi zinc 2k 10073,EPOXY ZINC PRIMER 10073I UEA604/3.7L/AA7,5893358,EPOXY ZINC PRIMER 10073,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,EPOXY ZINC PRIMER 10073,EPOXY ZINC PRIMER 10073I.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> EPOXY ZINC PRIMER 10073I"
ficha_tecnica,EPOXIPOLIAMIDA.pdf,EPOXIPOLIAMIDA REENVASE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> EPOXIPOLIAMIDA REENVASE",epoxipoliamida,EPOXIPOLIAMIDA REENVASE,56254719,EPOXIPOLIAMIDA,,validado_automatico,db:vw_inventario_agente,90.0,EPOXIPOLIAMIDA,EPOXIPOLIAMIDA REENVASE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> EPOXIPOLIAMIDA REENVASE"
ficha_tecnica,DESMOLDANTE GLASST PRIME.pdf,DESMOLDANTE GLASST PRIME CANECA.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> DESMOLDANTE GLASST PRIME CANECA",desmoldante glasst prime,DESMOLDANTE GLASST PRIME CANECA 20 KG,20012861,DESMOLDANTE GLASST PRIME,,validado_automatico,db:vw_inventario_agente,90.0,DESMOLDANTE GLASST PRIME,DESMOLDANTE GLASST PRIME CANECA.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> DESMOLDANTE GLASST PRIME CANECA"
ficha_tecnica,DRYWALL TIPO 2.pdf,DRYWALL TIPO BLANCO 3780 CANECA.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> DRYWALL TIPO BLANCO 3780 CANECA",drywall tipo 2,DRYWALL TIPO 2 BLANCO 3780 CANECA 5 GL,10359154,DRYWALL TIPO 2,,validado_automatico,db:vw_inventario_agente,90.0,DRYWALL TIPO 2,DRYWALL TIPO BLANCO 3780 CANECA.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> DRYWALL TIPO BLANCO 3780 CANECA"
ficha_tecnica,CONSTRUCLEANER LIMPIADOR NO CORROSIVO.pdf,CONSTRUCLEANER LIMPIADOR NO CORROSIVO.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 85.5), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",construcleaner limpiador no corrosivo,GASTOS NO DEDUCIBLES,53159501,CONSTRUCLEANER LIMPIADOR NO CORROSIVO,CONSTRUCLEANER,revisar_manual,db:vw_inventario_agente,85.5,CONSTRUCLEANER LIMPIADOR NO CORROSIVO,GASTOS NO DEDUCIBLES.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 85.5), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,BARNEX EXTRA PROTECCIÓN.pdf,BARNEX EXTERIOR SEMIBTE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> BARNEX EXTERIOR SEMIBTE",barnex extra proteccion,BARNEX EXTERIOR SEMIBTE NARANJA 6608 1G,10014651,BARNEX EXTRA PROTECCION,BARNEX,validado_con_revision,db:vw_inventario_agente,85.5,BARNEX EXTRA PROTECCION,BARNEX EXTERIOR SEMIBTE.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> BARNEX EXTERIOR SEMIBTE"
ficha_tecnica,PINTUCOAT PLUS.pdf,PINTUCOAT PLUS.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",pintucoat plus,KIT PINTUCOAT PLUS A.S BLANC 1G Y CAT 1G,20003771,PINTUCOAT PLUS,PINTUCO,revisar_manual,db:vw_inventario_agente,90.0,PINTUCOAT PLUS,KIT PINTUCOAT PLUS A.S BLANC Y CAT.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,AJUSTADOR EPÓXICO 21209.pdf,AJUSTADOR EPOXICO 21209 GALON.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 95.0) -> AJUSTADOR EPOXICO 21209 GALON",ajustador epoxico 21209,AJUSTADOR EPOXICO 21209 GALON,56252079,AJUSTADOR EPOXICO 21209,,validado_automatico,db:vw_inventario_agente,95.0,AJUSTADOR EPOXICO 21209,AJUSTADOR EPOXICO 21209 GALON.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 95.0) -> AJUSTADOR EPOXICO 21209 GALON"
ficha_tecnica,CORROTEC.pdf,CORROTEC.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",corrotec,CORROTEC P. EPOX 50RS GRIS 1G Y CAT 1G,10703066,CORROTEC,,revisar_manual,db:vw_inventario_agente,90.0,CORROTEC,CORROTEC P. EPOX 50RS GRIS Y CAT.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,SILICONITE 7W.pdf,SILICONITE 7W TRANSPARENTE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SILICONITE 7W TRANSPARENTE",siliconite 7w,PQ SILICONITE 7W TRANSPAREN 3009 18.93L,5892022,SILICONITE 7W,,validado_automatico,db:vw_inventario_agente,90.0,SILICONITE 7W,SILICONITE 7W TRANSPARENTE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SILICONITE 7W TRANSPARENTE"
ficha_tecnica,SILICONITE 10.pdf,SILICONITE TRANSPARENTE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SILICONITE TRANSPARENTE",siliconite 10,PQ SILICONITE 10 TRANSPAREN 3104 208.17L,5892032,SILICONITE 10,,validado_automatico,db:vw_inventario_agente,90.0,SILICONITE 10,SILICONITE TRANSPARENTE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SILICONITE TRANSPARENTE"
ficha_tecnica,SELLADOR DE CORROSIÓN.pdf,SELLADOR DE CORROSION.pdf,mantener,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SELLADOR DE CORROSION",sellador de corrosion,SELLADOR DE CORROSION UFA800/1L/AA7,5892204,SELLADOR DE CORROSION,,validado_automatico,db:vw_inventario_agente,90.0,SELLADOR DE CORROSION,SELLADOR DE CORROSION.pdf,mantener,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> SELLADOR DE CORROSION"
ficha_tecnica,ALTA TEMPERATURA GRIS 902.pdf,ALTAS TEMPERATURAS.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 90.0) -> ALTAS TEMPERATURAS",alta temperatura gris 902,ALTAS TEMPERATURAS 901 UEA750/3.7L/AA7,5890596,ALTA TEMPERATURA 902,,validado_automatico,backend_lookup,90.0,ALTA TEMPERATURA 902,ALTAS TEMPERATURAS.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 90.0) -> ALTAS TEMPERATURAS"
ficha_tecnica,CONSTRUCLEANER RINSE LADRILLO ROJO.pdf,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 89.2) -> CONSTRUCLEANER RINSE LADRILLO ROJ .",construcleaner rinse ladrillo rojo,CONSTRUCLEANER RINSE LADRILLO ROJ 52.83G,10347881,CONSTRUCLEANER RINSE LADRILLO ROJO,CONSTRUCLEANER,validado_con_revision,db:vw_inventario_agente,89.19,CONSTRUCLEANER RINSE LADRILLO ROJO,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 89.2) -> CONSTRUCLEANER RINSE LADRILLO ROJ ."
ficha_tecnica,MASILLA POLIESTER P1500.pdf,MEG MASILLA POLIESTER P1500 AC.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MEG MASILLA POLIESTER P1500 AC",masilla poliester p1500,MEG MASILLA POLIESTER P1500 AC 0.75KG,5899562,MASILLA POLIESTER P1500,,validado_automatico,db:vw_inventario_agente,90.0,MASILLA POLIESTER P1500,MEG MASILLA POLIESTER P1500 AC.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MEG MASILLA POLIESTER P1500 AC"
ficha_tecnica,ASEPSIA ULTRA.pdf,ASEPSIA ULTRA.pdf,mantener,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ASEPSIA ULTRA",asepsia ultra,P7 ASEPSIA ULTRA BLANCO 27081 3.79L,5893351,ASEPSIA ULTRA,,validado_automatico,db:vw_inventario_agente,90.0,ASEPSIA ULTRA,ASEPSIA ULTRA.pdf,mantener,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ASEPSIA ULTRA"
ficha_tecnica,ESTUCO ACRILICO EXTERIOR FICHA TECNICA ACTUALIZADA.pdf,BARNEX EXTERIOR SEMIBTE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> BARNEX EXTERIOR SEMIBTE",estuco acrilico exterior,BARNEX EXTERIOR SEMIBTE NARANJA 6608 1G,10014651,ESTUCO ACRILICO EXTERIOR,,validado_con_revision,db:vw_inventario_agente,85.5,ESTUCO ACRILICO EXTERIOR,BARNEX EXTERIOR SEMIBTE.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> BARNEX EXTERIOR SEMIBTE"
ficha_tecnica,KORAZA PROTECCION 3 EN 1.pdf,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS",koraza proteccion 3 en 1,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,KORAZA PROTECCION 3 EN 1,KORAZA,validado_con_revision,db:vw_inventario_agente,85.5,KORAZA PROTECCION 3 EN 1,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS"
ficha_tecnica,PINTUCOAT BASE AGUA.pdf,PINTUCOAT BASE AGUA.pdf,mantener,"Cruce automático desde inventario (db:vw_inventario_agente, score 95.0) -> PINTUCOAT BASE AGUA",pintucoat base agua,PINTUCOAT BASE AGUA NEGRO 1G,10287443,PINTUCOAT BASE AGUA,PINTUCO,validado_automatico,db:vw_inventario_agente,95.0,PINTUCOAT BASE AGUA,PINTUCOAT BASE AGUA.pdf,mantener,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 95.0) -> PINTUCOAT BASE AGUA"
ficha_tecnica,LACA NITRO MADETEC.pdf,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS",laca nitro madetec,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,LACA NITRO MADETEC,MADETEC,validado_con_revision,db:vw_inventario_agente,85.5,LACA NITRO MADETEC,MADETEC BO 2K SELLA ALTA TRANS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MADETEC BO 2K SELLA ALTA TRANS"
ficha_tecnica,MASILLA DURETAN 19167.pdf,MASILLA FIX BOND BODY FILLER.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MASILLA FIX BOND BODY FILLER",masilla duretan 19167,MASILLA FIX BOND BODY FILLER 1/1 GL,10399215,MASILLA DURETAN 19167,,validado_con_revision,db:vw_inventario_agente,85.5,MASILLA DURETAN 19167,MASILLA FIX BOND BODY FILLER.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> MASILLA FIX BOND BODY FILLER"
ficha_tecnica,ESTUCOMASTIC 2 EN 1.pdf,ESTUCOMASTIC EN WHITE 1K.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ESTUCOMASTIC EN WHITE 1K",estucomastic 2 en 1,PQ ESTUCOMASTIC 2 EN 1 WHITE 1K,5951259,ESTUCOMASTIC 2 EN 1,,validado_automatico,db:vw_inventario_agente,90.0,ESTUCOMASTIC 2 EN 1,ESTUCOMASTIC EN WHITE 1K.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ESTUCOMASTIC EN WHITE 1K"
ficha_tecnica,PINTUTRAFICO ACRILICA BASE AGUA.pdf,PINTUTRAFICO ACRILICO B AGUA ALTO DE.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 94.9) -> PINTUTRAFICO ACRILICO B AGUA ALTO DE",pintutrafico acrilico base agua,PINTUTRAFICO ACRILICO B AGUA ALTO DE 50G,10114347,PINTUTRAFICO ACRILICO BASE AGUA,PINTUCO,validado_automatico,backend_lookup,94.92,PINTUTRAFICO ACRILICO BASE AGUA,PINTUTRAFICO ACRILICO B AGUA ALTO DE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 94.9) -> PINTUTRAFICO ACRILICO B AGUA ALTO DE"
ficha_tecnica,POLIURETANO RÁPIDO SECADO.pdf,POLIURETANO AMARILLO RAPIDO SECADO.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 100.0) -> POLIURETANO AMARILLO RAPIDO SECADO",poliuretano rapido secado,POLIURETANO AMARILLO RAPIDO SECADO 3/4G,10128476,POLIURETANO RAPIDO SECADO,,validado_automatico,backend_lookup,100.0,POLIURETANO RAPIDO SECADO,POLIURETANO AMARILLO RAPIDO SECADO.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 100.0) -> POLIURETANO AMARILLO RAPIDO SECADO"
ficha_tecnica,KORAZA ELASTOMÉRICA.pdf,KORAZA ELASTOMERICA GRIS OSCURO VIVA.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KORAZA ELASTOMERICA GRIS OSCURO VIVA",koraza elastomerica,KORAZA ELASTOMERICA GRIS OSCURO VIVA 5GL,10386890,KORAZA ELASTOMERICA,KORAZA,validado_automatico,db:vw_inventario_agente,90.0,KORAZA ELASTOMERICA,KORAZA ELASTOMERICA GRIS OSCURO VIVA.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KORAZA ELASTOMERICA GRIS OSCURO VIVA"
ficha_tecnica,PASTA PULIDORA CREMA 4040.pdf,MEG PASTA PULIDORA CREMA 4040 AC.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MEG PASTA PULIDORA CREMA 4040 AC",pasta pulidora crema 4040,MEG PASTA PULIDORA CREMA 4040 AC 0.70L,5863670,PASTA PULIDORA CREMA 4040,,validado_automatico,db:vw_inventario_agente,90.0,PASTA PULIDORA CREMA 4040,MEG PASTA PULIDORA CREMA 4040 AC.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MEG PASTA PULIDORA CREMA 4040 AC"
ficha_tecnica,PINTULUX 3 EN 1 MATE.pdf,PINTULUX EN MATE.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 90.0) -> PINTULUX EN MATE",pintulux 3 en 1 mate,PQ PINTULUX 3EN1 MAT NEGRO 89 3.79L,5892414,PINTULUX 3 EN 1 MATE,PINTULUX,validado_automatico,backend_lookup,90.0,PINTULUX 3 EN 1 MATE,PINTULUX EN MATE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 90.0) -> PINTULUX EN MATE"
ficha_tecnica,PINTULUX 3 EN 1 BRILLANTE.pdf,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS",pintulux 3 en 1 brillante,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,PINTULUX 3 EN 1 BRILLANTE,PINTULUX,validado_con_revision,db:vw_inventario_agente,85.5,PINTULUX 3 EN 1 BRILLANTE,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS"
ficha_tecnica,PINTULUX MAXIMA PROTECCION.pdf,PINTULUX MAXIMA PROTECCION.pdf,revisar,"Match encontrado en inventario (db:vw_inventario_agente, score 85.5), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente",pintulux maxima proteccion,PQ KIT PINTULUX BLANC 3.79L+0.95L V+G+BR,5893128,PINTULUX MAXIMA PROTECCION,PINTULUX,revisar_manual,db:vw_inventario_agente,85.5,PINTULUX MAXIMA PROTECCION,KIT PINTULUX BLANC + V+G+BRILLANTE.pdf,revisar,revisar_manual,"Match encontrado en inventario (db:vw_inventario_agente, score 85.5), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
ficha_tecnica,PINTUCO SELLADOR ACRILICO.pdf,PINTUCO SELLADOR ACRIL.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 93.6) -> PINTUCO SELLADOR ACRIL",pintuco sellador acrilico,PINTUCO SELLADOR ACRIL BLANCO 3118 150ML,10339019,PINTUCO SELLADOR ACRILICO,PINTUCO,validado_automatico,backend_lookup,93.62,PINTUCO SELLADOR ACRILICO,PINTUCO SELLADOR ACRIL.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 93.6) -> PINTUCO SELLADOR ACRIL"
ficha_tecnica,WOOD STAIN PROTECTOR PARA MADERA EN EXTERIORES (1).pdf,"DISCO PARA CONCRETO "".pdf",renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> DISCO PARA CONCRETO """,wood stain protector para madera en exteriores,"DISCO PARA CONCRETO 7""",56254161,WOOD STAIN PROTECTOR PARA MADERA EN EXTERIORES,,validado_con_revision,db:vw_inventario_agente,85.5,WOOD STAIN PROTECTOR PARA MADERA EN EXTERIORES,"DISCO PARA CONCRETO "".pdf",renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> DISCO PARA CONCRETO """
ficha_tecnica,KORAZA 5.pdf,KORAZA B.TINT PREP ..pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KORAZA B.TINT PREP .",koraza 5,KORAZA 5 B.TINT PREP 2.5G,10400422,KORAZA 5,KORAZA,validado_automatico,db:vw_inventario_agente,90.0,KORAZA 5,KORAZA B.TINT PREP ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> KORAZA B.TINT PREP ."
ficha_tecnica,AEROCOLOR ALTAS TEMPERATURAS.pdf,AEROCOLOR ALTAS TEMP MATE.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 80.0) -> AEROCOLOR ALTAS TEMP MATE",aerocolor altas temperaturas,PQ AEROCOLOR ALTAS TEMP MAT NEGRO 0.3L,5893697,AEROCOLOR ALTAS TEMPERATURAS,AEROCOLOR,validado_con_revision,backend_lookup,80.0,AEROCOLOR ALTAS TEMPERATURAS,AEROCOLOR ALTAS TEMP MATE.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 80.0) -> AEROCOLOR ALTAS TEMP MATE"
ficha_tecnica,POLIASPARTICA RAPIDO SECADO.pdf,ACOPLE RAPIDO.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> ACOPLE RAPIDO",poliaspartica rapido secado,ACOPLE RAPIDO,56252926,POLIASPARTICA RAPIDO SECADO,,validado_con_revision,db:vw_inventario_agente,85.5,POLIASPARTICA RAPIDO SECADO,ACOPLE RAPIDO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> ACOPLE RAPIDO"
ficha_tecnica,PLASTICO EN FRIO RODILLO.pdf,PLASTICO EN FRIO.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 87.5) -> PLASTICO EN FRIO",plastico en frio rodillo,P7 PLASTICO EN FRIO AMARILLO 13762 3.79L,5863693,PLASTICO EN FRIO RODILLO,,validado_con_revision,backend_lookup,87.5,PLASTICO EN FRIO RODILLO,PLASTICO EN FRIO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 87.5) -> PLASTICO EN FRIO"
ficha_tecnica,CONSTRUCLEANER RINSE LADRILLO CLARO.pdf,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 95.5) -> CONSTRUCLEANER RINSE LADRILLO ROJ .",construcleaner rinse ladrillo claro,CONSTRUCLEANER RINSE LADRILLO ROJ 52.83G,10347881,CONSTRUCLEANER RINSE LADRILLO CLARO,CONSTRUCLEANER,validado_automatico,backend_lookup,95.52,CONSTRUCLEANER RINSE LADRILLO CLARO,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 95.5) -> CONSTRUCLEANER RINSE LADRILLO ROJ ."
ficha_tecnica,ESMALTES TOP QUALITY.pdf,ESMALTE TOP QUALITY TIN RAL.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 87.7) -> ESMALTE TOP QUALITY TIN RAL",esmaltes top quality,ESMALTE TOP QUALITY TIN RAL 9016 1G,10394965,ESMALTES TOP QUALITY,,validado_con_revision,db:vw_inventario_agente,87.69,ESMALTES TOP QUALITY,ESMALTE TOP QUALITY TIN RAL.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 87.7) -> ESMALTE TOP QUALITY TIN RAL"
ficha_tecnica,ANTICORROSIVO INDUSTRIAL 210003.pdf,TAPABOCAS INDUSTRIAL.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> TAPABOCAS INDUSTRIAL",anticorrosivo industrial 210003,TAPABOCAS INDUSTRIAL,51012544,ANTICORROSIVO INDUSTRIAL 210003,,validado_con_revision,db:vw_inventario_agente,85.5,ANTICORROSIVO INDUSTRIAL 210003,TAPABOCAS INDUSTRIAL.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> TAPABOCAS INDUSTRIAL"
ficha_tecnica,SUPER GRIP ANTIDESLIZANTE.pdf,SUPER GRIP ANTIDESLIZANT.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 96.0) -> SUPER GRIP ANTIDESLIZANT",super grip antideslizante,P7 SUPER GRIP ANTIDESLIZANT 13779 3.79L,5891320,SUPER GRIP ANTIDESLIZANTE,,validado_automatico,backend_lookup,96.0,SUPER GRIP ANTIDESLIZANTE,SUPER GRIP ANTIDESLIZANT.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 96.0) -> SUPER GRIP ANTIDESLIZANT"
ficha_tecnica,ANTICORROSIVO AMARILLO 505.pdf,CANDADO COMBINACION YP2 AMARILLO SKU8828.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> CANDADO COMBINACION YP2 AMARILLO SKU8828",anticorrosivo amarillo 505,CANDADO COMBINACION YP2 AMARILLO SKU8828,F51060591,ANTICORROSIVO AMARILLO 505,,validado_con_revision,db:vw_inventario_agente,85.5,ANTICORROSIVO AMARILLO 505,CANDADO COMBINACION YP2 AMARILLO SKU8828.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> CANDADO COMBINACION YP2 AMARILLO SKU8828"
ficha_tecnica,AJUSTADOR AROMATICO 21204.pdf,PAGUE PINTUTRAFIC 653 GTIS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> PAGUE PINTUTRAFIC 653 GTIS",ajustador aromatico 21204,PAGUE 2G PINTUTRAFIC 653 GTIS 1G 21204,10398146,AJUSTADOR AROMATICO 21204,,validado_con_revision,db:vw_inventario_agente,85.5,AJUSTADOR AROMATICO 21204,PAGUE PINTUTRAFIC 653 GTIS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> PAGUE PINTUTRAFIC 653 GTIS"
